RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,debt_to_income,total_late_payments,high_utilization,actual,predicted,probability,result_type
0.218689066,49,0,2235.0,5400.0,5,0,1,0,2,12069000.0,0,0,0,0,0.12353396468523031,Hit (Good Payer)
0.991150442,63,0,0.936237374,3167.0,8,0,2,0,2,2965.063763458,0,1,0,0,0.4100040068309013,Hit (Good Payer)
0.00299925,71,0,0.113649343,1750.0,5,0,0,0,0,198.88635025,0,0,0,0,0.09730039195099159,Hit (Good Payer)
0.258910063,40,0,4564.0,0.0,17,0,2,0,4,0.0,0,0,0,0,0.20818845001548372,Hit (Good Payer)
0.021268413,73,0,0.832083958,2000.0,6,0,2,0,1,1664.167916,0,0,0,0,0.12712079641385687,Hit (Good Payer)
0.282047259,67,0,0.367877876,4650.0,14,0,2,0,1,1710.6321234,0,0,0,0,0.19072620997545195,Hit (Good Payer)
0.134204117,55,0,0.308506309,4913.0,15,0,0,0,0,1515.6914961169998,0,0,0,0,0.19646643664210564,Hit (Good Payer)
0.155011419,43,0,4069.0,5400.0,13,0,3,0,0,21972600.0,0,0,0,0,0.22640739372768617,Hit (Good Payer)
0.139142925,74,0,0.099713556,12916.0,4,0,1,0,1,1287.900289296,0,0,0,0,0.07074132304630021,Hit (Good Payer)
0.141543383,24,0,0.001599744,6250.0,2,0,0,0,0,9.9984,0,0,0,0,0.17720840009552014,Hit (Good Payer)
0.534476427,61,0,0.204744263,19433.0,11,0,1,0,3,3978.795262879,0,0,0,0,0.18655485845332379,Hit (Good Payer)
0.171608435,78,0,0.355128974,5000.0,7,0,1,0,0,1775.64487,0,0,0,0,0.12984866624972388,Hit (Good Payer)
0.001309043,69,0,1630.0,5400.0,13,0,2,0,0,8802000.0,0,0,0,0,0.08041727685684619,Hit (Good Payer)
0.9999999,24,0,0.100029078,3438.0,1,0,0,0,0,343.89997016399997,0,1,0,1,0.5765425826413653,False Alarm
0.9999999,28,0,0.092986912,5118.0,4,0,0,0,1,475.907015616,0,1,0,1,0.5327520581152441,False Alarm
0.0,57,0,0.208921513,3541.0,4,0,0,0,0,739.791077533,0,0,0,0,0.15069775145974537,Hit (Good Payer)
0.205655935,44,1,0.372477246,10107.0,8,0,2,0,2,3764.627525322,1,0,0,0,0.45694987390020586,Hit (Good Payer)
0.57489301,50,0,0.057683967,6916.0,8,0,0,0,0,398.942315772,0,0,0,0,0.3690682347466878,Hit (Good Payer)
0.251885634,28,1,0.284626368,2100.0,3,0,0,0,0,597.7153728000001,1,0,1,0,0.4948824440568868,Miss (Hidden Default)
0.701263525,32,0,0.621104185,4491.0,23,0,1,0,0,2789.378894835,0,0,0,1,0.6178474457230314,False Alarm
0.047055133,56,1,0.378333564,7236.0,11,0,1,0,3,2737.621669104,1,0,0,0,0.3211873182969432,Hit (Good Payer)
0.229533972,59,1,2420.0,5400.0,13,0,1,0,0,13068000.0,1,0,0,0,0.3503852849951231,Hit (Good Payer)
0.014571613,89,0,0.007855273,4200.0,6,0,0,0,0,32.9921466,0,0,0,0,0.07539030166184625,Hit (Good Payer)
0.009676451,43,0,0.228053063,5125.0,8,0,1,0,2,1168.771947875,0,0,0,0,0.15110317405926058,Hit (Good Payer)
0.0239976,34,2,425.0,5400.0,8,0,0,0,0,2295000.0,2,0,1,1,0.5833985034379527,Hit (Defaulter)
0.040700326,47,0,3453.0,5400.0,11,0,2,0,0,18646200.0,0,0,0,0,0.1604983786763516,Hit (Good Payer)
0.072856988,54,0,0.150583245,6600.0,6,0,1,0,1,993.849417,0,0,0,0,0.12117999419274321,Hit (Good Payer)
0.080809131,66,0,2210.0,5400.0,9,0,1,0,0,11934000.0,0,0,0,0,0.07511349121871526,Hit (Good Payer)
0.893810429,47,6,0.238079323,8975.0,12,0,0,2,3,2136.761923925,8,1,1,1,0.8613270374429564,Hit (Defaulter)
0.734439191,44,0,0.337187617,2680.0,6,0,1,0,2,903.66281356,0,0,0,0,0.3935631511374003,Hit (Good Payer)
0.456176416,25,0,0.155098543,3500.0,10,0,0,0,1,542.8449005,0,0,0,0,0.37870502664672834,Hit (Good Payer)
0.9999999,57,0,0.23826087,2874.0,3,0,1,0,0,684.76174038,0,1,0,0,0.46990952287195303,Hit (Good Payer)
0.605177994,60,0,0.524408384,7394.0,11,0,2,0,0,3877.475591296,0,0,0,0,0.28347650140684794,Hit (Good Payer)
0.375614288,65,0,0.44831196,11462.0,14,0,3,0,1,5138.55168552,0,0,0,0,0.2562869764638064,Hit (Good Payer)
0.0,69,0,0.199200089,9000.0,5,0,1,0,0,1792.800801,0,0,0,0,0.06943259742047111,Hit (Good Payer)
0.179742538,39,0,0.259397494,3750.0,13,0,0,0,2,972.7406025,0,0,0,0,0.25700105786642047,Hit (Good Payer)
0.334414109,62,0,0.248045411,18673.0,9,0,3,0,3,4631.751959603,0,0,0,0,0.158662048073008,Hit (Good Payer)
0.005199307,85,0,1.0,5400.0,3,0,0,0,0,5400.0,0,0,0,0,0.09456270751109326,Hit (Good Payer)
0.663287287,56,1,0.429755873,4341.0,12,0,0,0,0,1865.570244693,1,0,0,1,0.5759261778531358,False Alarm
0.9999999,62,0,0.0,25833.0,0,0,0,0,1,0.0,0,1,0,0,0.49843157135856503,Hit (Good Payer)
0.28927034,48,0,0.691654173,2000.0,7,0,1,0,2,1383.308346,0,0,0,0,0.22592788113646278,Hit (Good Payer)
0.050227136,67,0,1269.0,5400.0,4,0,1,0,0,6852600.0,0,0,0,0,0.049349459329621516,Hit (Good Payer)
0.211617704,56,0,3085.0,5400.0,33,0,1,0,0,16659000.0,0,0,0,0,0.11568252183955195,Hit (Good Payer)
0.0,37,0,0.0,5400.0,4,0,0,0,0,0.0,0,0,0,0,0.1328279948569802,Hit (Good Payer)
0.527218033,63,0,0.917131321,5200.0,15,0,2,0,0,4769.0828692000005,0,0,0,0,0.3390058093397677,Hit (Good Payer)
0.9999999,44,0,0.067599068,4718.0,2,0,0,0,4,318.932402824,0,1,1,1,0.5837760084363495,Hit (Defaulter)
0.481037924,24,0,0.013972056,500.0,1,0,0,0,0,6.986028,0,0,0,0,0.326960779262695,Hit (Good Payer)
0.238850743,40,0,0.365176538,7023.0,5,0,1,0,1,2564.634826374,0,0,0,0,0.18193157091169646,Hit (Good Payer)
1.002615091,39,2,0.517,3999.0,11,0,0,0,3,2067.483,2,1,0,1,0.8616314417936686,False Alarm
0.878670711,73,0,0.224,4999.0,7,0,0,0,0,1119.776,0,1,1,0,0.32308978401199684,Miss (Hidden Default)
0.976204759,37,0,0.136125654,4583.0,3,0,0,0,2,623.8638722820001,0,1,0,1,0.5628510194541332,False Alarm
0.701648802,45,1,0.176263655,5400.0,8,0,0,0,0,951.823737,1,0,0,1,0.6202805272179236,False Alarm
0.240021579,57,0,0.63106149,6000.0,16,0,1,0,0,3786.36894,0,0,0,0,0.2364918532337618,Hit (Good Payer)
0.377750381,59,0,0.307956216,6120.0,14,0,2,0,2,1884.69204192,0,0,0,0,0.26164170219814425,Hit (Good Payer)
0.491852543,63,0,0.219388263,10036.0,7,0,1,0,0,2201.780607468,0,0,0,0,0.181646490631634,Hit (Good Payer)
0.140697016,74,0,0.374750071,3500.0,10,0,0,0,1,1311.6252485,0,0,0,0,0.18526964224014436,Hit (Good Payer)
0.000332221,64,0,0.226462256,6000.0,12,0,1,0,1,1358.773536,0,0,0,0,0.09326652723861822,Hit (Good Payer)
0.0,39,0,0.0,5400.0,2,0,0,0,0,0.0,0,0,0,0,0.1347463035922481,Hit (Good Payer)
0.012926567,65,0,0.21326744,10521.0,5,0,1,0,1,2243.78673624,0,0,0,0,0.06758489808296614,Hit (Good Payer)
0.674461737,74,0,1.072815534,1647.0,8,0,1,0,0,1766.927184498,0,0,0,0,0.39261377293226624,Hit (Good Payer)
0.21168928,54,0,0.350479967,9583.0,12,0,1,0,1,3358.649523761,0,0,0,0,0.22480798826424028,Hit (Good Payer)
0.009612697,87,0,0.24095181,5000.0,5,0,0,0,0,1204.75905,0,0,0,0,0.08845036280728263,Hit (Good Payer)
0.377716861,52,0,1.992002,4000.0,11,0,3,0,0,7968.008,0,0,0,0,0.4780047702116155,Hit (Good Payer)
0.113791274,36,0,0.301339732,5000.0,9,0,2,0,1,1506.6986600000002,0,0,0,0,0.1863087108634892,Hit (Good Payer)
0.036171723,40,0,0.009865351,7500.0,4,0,0,0,3,73.9901325,0,0,0,0,0.14805069549567473,Hit (Good Payer)
0.00540644,32,0,0.381514258,1016.0,8,0,0,0,0,387.618486128,0,0,0,0,0.1939684831910451,Hit (Good Payer)
0.829925859,33,1,0.429955183,6916.0,7,0,2,0,1,2973.570045628,1,1,0,1,0.7088143887779853,False Alarm
0.667316634,50,0,0.39386871,3000.0,4,0,0,0,0,1181.60613,0,0,0,0,0.4163834091890972,Hit (Good Payer)
0.484130354,54,0,0.431818182,7083.0,11,0,1,0,1,3058.568183106,0,0,0,0,0.32135030761192823,Hit (Good Payer)
0.008971124,41,0,0.000444346,4500.0,2,0,0,0,1,1.999557,0,0,0,0,0.1313904381588682,Hit (Good Payer)
0.104969306,56,0,0.139389293,7826.0,13,0,2,0,0,1090.860607018,0,0,0,0,0.12607804800327038,Hit (Good Payer)
0.314524394,47,0,2962.0,5400.0,10,0,2,0,0,15994800.0,0,0,0,0,0.22077127627636142,Hit (Good Payer)
0.138670308,85,0,0.748695004,1340.0,9,0,0,0,0,1003.25130536,0,0,0,0,0.20376887460474538,Hit (Good Payer)
0.784346116,78,1,0.370044997,14000.0,9,0,2,0,1,5180.6299579999995,1,1,0,0,0.38565570396970045,Hit (Good Payer)
0.043006283,85,0,0.017327557,3000.0,6,0,0,0,0,51.982671,0,0,0,0,0.0987098283151706,Hit (Good Payer)
0.241934635,28,0,0.024351226,5625.0,5,0,0,0,0,136.97564625,0,0,0,0,0.18960287347246044,Hit (Good Payer)
0.596131881,50,1,0.385910676,30405.0,34,0,4,0,3,11733.61410378,1,0,0,1,0.5154347512473538,False Alarm
0.006188569,70,0,0.082180523,7300.0,12,0,1,0,0,599.9178179,0,0,0,0,0.07482644892516468,Hit (Good Payer)
0.147392601,36,0,0.246375332,9793.0,9,0,1,0,2,2412.753626276,0,0,0,0,0.1757309325974915,Hit (Good Payer)
0.085718894,56,0,0.103249375,5200.0,5,0,1,0,0,536.89675,0,0,0,0,0.09434243258573939,Hit (Good Payer)
0.02788255,66,0,0.330518147,4380.0,11,0,2,0,0,1447.66948386,0,0,0,0,0.10539418985592358,Hit (Good Payer)
0.058955273,37,0,1466.0,5400.0,7,0,1,0,2,7916400.0,0,0,0,0,0.13889183339375902,Hit (Good Payer)
0.003607702,49,0,358.0,5400.0,3,0,0,0,0,1933200.0,0,0,0,0,0.08680095817283735,Hit (Good Payer)
0.630378074,38,0,3486.0,5400.0,11,0,2,0,0,18824400.0,0,0,0,0,0.3535746985789015,Hit (Good Payer)
0.040068972,66,0,0.06565793,3700.0,24,0,0,0,0,242.934341,0,0,0,0,0.1329200846592378,Hit (Good Payer)
0.9999999,32,0,0.147469459,1145.0,1,1,0,0,0,168.852530555,1,1,0,1,0.8042544595148583,False Alarm
0.059948501,70,0,0.162279748,4596.0,8,0,0,0,2,745.837721808,0,0,0,0,0.10482446984895344,Hit (Good Payer)
0.00609939,59,0,613.0,5400.0,3,0,1,0,0,3310200.0,0,0,0,0,0.06037501662580045,Hit (Good Payer)
0.022698455,76,0,1415.0,5400.0,6,0,2,0,0,7641000.0,0,0,0,0,0.05786538821631001,Hit (Good Payer)
0.038003592,37,0,0.343554193,7500.0,9,0,4,0,0,2576.6564475,0,0,0,0,0.16473148527992673,Hit (Good Payer)
0.029003074,47,0,0.38320802,3989.0,12,0,1,0,2,1528.61679178,0,0,0,0,0.19495708827237837,Hit (Good Payer)
0.195648438,67,0,0.237617745,3290.0,9,0,0,0,1,781.7623810499999,0,0,0,0,0.19233454043320083,Hit (Good Payer)
0.089372562,49,0,973.0,5400.0,10,0,1,0,1,5254200.0,0,0,0,0,0.1457426302719738,Hit (Good Payer)
0.09270547,35,0,1714.0,5400.0,9,0,1,0,0,9255600.0,0,0,0,0,0.13546322949156112,Hit (Good Payer)
0.009990616,59,0,0.0059042,10500.0,19,0,0,0,0,61.9941,0,0,0,0,0.12412428862762698,Hit (Good Payer)
0.0,37,0,0.728607479,4358.0,15,0,1,0,3,3175.271393482,0,0,0,0,0.2905669700108308,Hit (Good Payer)
0.019183467,50,1,0.225600927,6905.0,11,0,1,0,0,1557.774400935,1,0,0,0,0.3750174741986698,Hit (Good Payer)
0.066973629,48,0,0.026143791,2600.0,2,0,0,0,0,67.9738566,0,0,0,0,0.14387794769833875,Hit (Good Payer)
0.057942498,43,0,0.379848061,2500.0,8,0,1,0,2,949.6201525,0,0,0,0,0.19516189497965608,Hit (Good Payer)
0.055559028,82,0,25.0,5400.0,4,0,0,0,0,135000.0,0,0,0,0,0.05082945396971593,Hit (Good Payer)
0.050778193,33,0,0.124808966,1962.0,3,0,0,0,0,244.875191292,0,0,0,0,0.15785449617944416,Hit (Good Payer)
0.194273425,53,0,817.0,5400.0,13,0,0,0,3,4411800.0,0,0,0,0,0.16154885396505503,Hit (Good Payer)
0.923443062,66,1,0.719653748,5082.0,5,0,2,0,1,3657.280347336,1,1,0,1,0.6570627989253173,False Alarm
0.072518561,55,0,0.298634294,6589.0,4,0,2,0,0,1967.701363166,0,0,0,0,0.10476392789142501,Hit (Good Payer)
0.388453626,42,0,0.402124668,6400.0,13,0,1,0,0,2573.5978752,0,0,0,0,0.28989627116748035,Hit (Good Payer)
0.924179179,45,0,0.557725355,6400.0,14,0,2,0,4,3569.442272,0,1,0,1,0.6525945840468147,False Alarm
0.363375467,48,0,0.599925009,8000.0,20,0,2,0,1,4799.400072,0,0,0,0,0.36038423370496275,Hit (Good Payer)
0.216860396,69,0,0.386462469,5288.0,15,0,1,0,0,2043.613536072,0,0,0,0,0.17056622663999246,Hit (Good Payer)
0.075699946,67,0,0.176236663,10309.0,16,0,3,0,0,1816.823758867,0,0,0,0,0.12892093773639357,Hit (Good Payer)
0.012635981,49,0,0.131556503,9379.0,7,0,1,0,1,1233.868441637,0,0,0,0,0.107664388926678,Hit (Good Payer)
0.593893279,47,1,0.533111581,3306.0,9,0,2,0,1,1762.466886786,1,0,0,1,0.6403933737031445,False Alarm
0.0,45,0,1365.0,5400.0,5,0,1,0,0,7371000.0,0,0,0,0,0.0873856066645777,Hit (Good Payer)
0.711729622,51,3,1411.0,5400.0,10,0,0,2,0,7619400.0,5,0,0,1,0.882213611748536,False Alarm
0.43140392,39,0,0.299657985,3800.0,4,0,1,0,0,1138.700343,0,0,0,0,0.30725948991686947,Hit (Good Payer)
0.026522916,59,0,0.198480152,10000.0,11,0,2,0,1,1984.80152,0,0,0,0,0.09817851705690861,Hit (Good Payer)
0.410474067,49,1,0.487641185,6108.0,12,0,2,0,0,2978.5123579799997,1,0,0,1,0.5009223392326387,False Alarm
0.75264947,33,1,0.058322869,7166.0,6,0,0,0,0,417.941679254,1,1,0,1,0.6400499853904494,False Alarm
0.00091659,85,0,16.0,5400.0,5,0,0,0,0,86400.0,0,0,0,0,0.05301133354830718,Hit (Good Payer)
0.043419667,48,0,0.118888111,10000.0,10,0,1,0,0,1188.88111,0,0,0,0,0.11726582857190976,Hit (Good Payer)
0.046776954,49,0,0.009839213,4166.0,3,0,0,0,3,40.990161357999995,0,0,0,0,0.1409053498305594,Hit (Good Payer)
0.863939366,35,2,0.16705008,5650.0,8,0,0,0,1,943.832952,2,1,0,1,0.8264232163257497,False Alarm
0.011606107,37,0,0.133057566,2900.0,6,0,0,0,0,385.8669414,0,0,0,0,0.15714041782840965,Hit (Good Payer)
0.9999999,53,0,0.898728753,7000.0,3,1,1,0,5,6291.1012709999995,1,1,1,1,0.8229811446957026,Hit (Defaulter)
0.001749563,48,0,0.055764356,11440.0,4,0,0,0,2,637.94423264,0,0,0,0,0.13199673057892014,Hit (Good Payer)
0.0169983,39,0,0.000531858,9400.0,8,0,0,0,1,4.9994651999999995,0,0,0,0,0.14122839702130524,Hit (Good Payer)
0.137343133,53,0,0.199480814,12326.0,3,0,1,0,2,2458.800513364,0,0,0,0,0.10665622741367925,Hit (Good Payer)
0.280269419,34,1,0.258123646,6000.0,6,0,1,0,2,1548.7418759999998,1,0,0,0,0.4327711870867983,Hit (Good Payer)
0.056858658,55,0,0.526134122,6083.0,9,0,2,0,3,3200.473864126,0,0,0,0,0.19260821251369797,Hit (Good Payer)
0.9999999,42,1,0.038920831,2260.0,1,1,0,0,0,87.96107806,2,1,0,1,0.8763040221469793,False Alarm
0.052517222,39,0,0.153497849,13250.0,7,0,2,0,0,2033.84649925,0,0,0,0,0.1119665170519804,Hit (Good Payer)
0.070201264,76,0,0.443599218,4600.0,10,0,1,0,0,2040.5564028,0,0,0,0,0.1353418555684615,Hit (Good Payer)
0.162584647,50,1,3327.0,5400.0,6,0,1,0,0,17965800.0,1,0,0,0,0.33177957449064044,Hit (Good Payer)
0.024726523,60,0,0.005160181,4650.0,3,0,0,0,0,23.99484165,0,0,0,0,0.07385995617518379,Hit (Good Payer)
0.030330325,54,0,0.557837628,5160.0,10,0,2,0,0,2878.44216048,0,0,0,0,0.20629732730013448,Hit (Good Payer)
0.008521369,63,0,0.033741565,4000.0,4,0,0,0,0,134.96626,0,0,0,0,0.0822715337114856,Hit (Good Payer)
0.094895255,53,0,0.192629098,14000.0,14,0,1,0,1,2696.807372,0,0,0,0,0.15265722397866202,Hit (Good Payer)
0.609079373,72,1,0.406793646,14542.0,19,0,2,0,0,5915.593200132,1,0,0,1,0.5138317180506288,False Alarm
0.119140581,35,0,0.457664774,4050.0,6,0,1,0,0,1853.5423347,0,0,0,0,0.20064170504983975,Hit (Good Payer)
0.9999999,57,2,0.055990668,6000.0,1,0,0,0,0,335.944008,2,1,0,1,0.766005525666978,False Alarm
0.064824436,82,0,0.291541692,3333.0,13,0,1,0,0,971.708459436,0,0,0,0,0.11488651889543848,Hit (Good Payer)
0.613117558,41,2,0.535737283,3105.0,6,0,1,1,2,1663.464263715,3,0,0,1,0.8407915385406409,False Alarm
0.066901576,48,0,0.433973518,8382.0,9,0,2,0,2,3637.566027876,0,0,0,0,0.2061104834364692,Hit (Good Payer)
0.113400284,31,0,0.254913728,6664.0,9,0,2,0,0,1698.745083392,0,0,0,0,0.1668502528360535,Hit (Good Payer)
0.026218082,65,0,0.169722019,15000.0,10,0,1,0,0,2545.830285,0,0,0,0,0.07900848955882867,Hit (Good Payer)
0.074564181,77,0,0.528567185,10098.0,12,0,3,0,0,5337.47143413,0,0,0,0,0.20931745987852896,Hit (Good Payer)
0.430133232,61,0,3019.0,5400.0,9,0,3,0,0,16302600.0,0,0,0,0,0.1755360129375978,Hit (Good Payer)
0.382785255,64,0,3127.0,5400.0,10,0,2,0,0,16885800.0,0,0,0,0,0.18054025981403218,Hit (Good Payer)
0.324849832,62,0,1.036481759,2000.0,5,0,2,0,0,2072.963518,0,0,0,0,0.23107692566870902,Hit (Good Payer)
0.406043471,47,0,0.365932681,16666.0,23,0,2,0,3,6098.634061545999,0,0,0,0,0.3225409850392561,Hit (Good Payer)
0.810822311,54,0,0.422403999,4400.0,6,0,1,0,2,1858.5775956,0,1,0,0,0.4683002985337696,Hit (Good Payer)
0.19806068,44,0,0.251587638,9447.0,8,0,1,0,3,2376.748416186,0,0,0,0,0.12823728373449067,Hit (Good Payer)
0.116094195,72,1,0.198431232,16700.0,6,0,2,0,0,3313.8015744000004,1,0,0,0,0.2885839122346869,Hit (Good Payer)
0.055342894,65,0,2047.0,5400.0,19,0,1,0,3,11053800.0,0,0,0,0,0.1010220791173004,Hit (Good Payer)
0.0,62,3,1.144131672,6500.0,8,0,2,0,0,7436.855868000001,3,0,0,1,0.6290838764070833,False Alarm
0.004207341,67,0,0.470953796,3700.0,14,0,3,0,0,1742.5290452,0,0,0,0,0.15651192022322577,Hit (Good Payer)
0.011346784,58,0,0.214028581,9166.0,8,0,1,0,1,1961.785973446,0,0,0,0,0.08101455266964644,Hit (Good Payer)
0.021639108,79,0,0.636921125,4728.0,17,0,1,0,0,3011.3630789999997,0,0,0,0,0.17082492714360556,Hit (Good Payer)
0.356456696,45,0,0.643735626,10000.0,17,0,2,0,3,6437.3562600000005,0,0,0,0,0.41043546844316203,Hit (Good Payer)
0.023499217,48,0,371.0,5400.0,4,0,0,0,0,2003400.0,0,0,0,0,0.09244153336358067,Hit (Good Payer)
0.49820024,80,0,0.037308461,3001.0,1,0,0,0,0,111.962691461,0,0,0,0,0.20974369625967323,Hit (Good Payer)
0.023758304,39,0,0.819672131,2500.0,10,0,1,0,0,2049.1803275,0,0,0,0,0.2353523207218747,Hit (Good Payer)
0.020110146,33,0,0.114122419,5423.0,7,0,1,0,0,618.885878237,0,0,0,0,0.12756656388884438,Hit (Good Payer)
0.543897074,56,0,0.438481992,4136.0,3,0,2,0,0,1813.561518912,0,0,0,0,0.29146967427852916,Hit (Good Payer)
0.770287141,31,0,0.267958326,5470.0,8,0,2,0,0,1465.7320432200002,0,1,0,0,0.42544804835826694,Hit (Good Payer)
0.00897403,59,0,0.001943904,3600.0,3,0,0,0,1,6.9980544,0,0,0,0,0.08240804292453686,Hit (Good Payer)
0.618253982,67,0,0.249537071,13500.0,16,0,1,0,0,3368.7504585,0,0,0,0,0.263518781885948,Hit (Good Payer)
0.153791859,40,0,0.301389905,4100.0,5,0,1,0,3,1235.6986105,0,0,0,0,0.17719232186113526,Hit (Good Payer)
0.689376797,48,0,0.346530346,4596.0,14,0,1,0,5,1592.653470216,0,0,0,0,0.4099613329721419,Hit (Good Payer)
0.615178149,67,0,0.493469117,4516.0,9,0,2,0,0,2228.506532372,0,0,0,0,0.28940481652032213,Hit (Good Payer)
0.76080603,75,2,0.257507308,3762.0,11,0,0,0,0,968.742492696,2,1,0,1,0.6732120086757845,False Alarm
0.022723989,42,0,0.008418837,3800.0,11,0,0,0,0,31.9915806,0,0,0,0,0.1690699501467831,Hit (Good Payer)
0.0,47,0,0.315679443,7174.0,4,0,1,0,1,2264.684324082,0,0,0,0,0.132089962262247,Hit (Good Payer)
0.377506882,79,0,0.086365454,2500.0,10,0,0,0,0,215.913635,0,0,0,0,0.23372278157420392,Hit (Good Payer)
0.009027003,74,0,0.03768045,4086.0,5,0,0,0,0,153.9623187,0,0,0,0,0.07581402481874971,Hit (Good Payer)
0.794051487,47,0,0.361130098,4388.0,7,0,0,0,3,1584.638870024,0,1,1,1,0.506884982632811,Hit (Defaulter)
0.359813724,37,0,0.084952489,7050.0,3,0,0,0,2,598.9150474500001,0,0,0,0,0.22915061157628153,Hit (Good Payer)
0.005196165,70,0,1514.0,5400.0,9,0,2,0,0,8175600.0,0,0,0,0,0.07261985728181597,Hit (Good Payer)
0.023433902,57,0,51.0,5400.0,5,0,0,0,0,275400.0,0,0,0,0,0.07098099481986919,Hit (Good Payer)
0.073960816,49,0,0.604059609,7783.0,28,0,2,0,4,4701.395936847,0,0,0,0,0.2674923033587004,Hit (Good Payer)
0.071540681,67,0,0.038147139,1100.0,5,0,0,0,0,41.9618529,0,0,0,0,0.0954051082367445,Hit (Good Payer)
0.615049114,46,0,0.411074571,11250.0,13,0,1,0,0,4624.58892375,0,0,0,0,0.37533504471250007,Hit (Good Payer)
0.352908041,51,1,1113.0,5400.0,6,0,1,0,0,6010200.0,1,0,1,0,0.49597024588769345,Miss (Hidden Default)
0.009518342,62,0,0.148140538,14600.0,12,0,3,0,1,2162.8518547999997,0,0,0,0,0.11415856028434661,Hit (Good Payer)
0.008687069,64,0,0.006624172,8000.0,17,0,0,0,0,52.993376000000005,0,0,0,0,0.11580326939065101,Hit (Good Payer)
0.822094232,76,0,325.0,5400.0,6,0,0,0,0,1755000.0,0,1,0,0,0.43074110931562226,Hit (Good Payer)
0.01219878,76,0,781.0,5400.0,3,0,1,0,0,4217400.0,0,0,0,0,0.05310514556606734,Hit (Good Payer)
0.094207462,62,0,0.093453273,2000.0,5,0,0,0,0,186.906546,0,0,0,0,0.11622020346060266,Hit (Good Payer)
0.037176945,55,1,0.190704744,12500.0,9,0,1,0,0,2383.8093,1,0,0,0,0.2846599051772628,Hit (Good Payer)
0.629115959,56,0,0.498016188,6300.0,8,0,1,0,0,3137.5019844000003,0,0,0,0,0.308053692953293,Hit (Good Payer)
0.9999999,21,0,56.0,5400.0,0,0,0,0,0,302400.0,0,1,0,1,0.5780786364394924,False Alarm
0.736454756,51,1,0.289342132,5000.0,3,0,0,0,0,1446.71066,1,0,0,1,0.6293411435242114,False Alarm
0.473663158,36,1,0.650674663,2000.0,8,0,0,0,0,1301.349326,1,0,0,1,0.591352365948652,False Alarm
0.002524787,49,0,0.675857431,4460.0,12,0,2,0,0,3014.32414226,0,0,0,0,0.25347213599660195,Hit (Good Payer)
0.0509983,40,0,0.155957048,5866.0,3,0,1,0,2,914.844043568,0,0,0,0,0.14498811845625467,Hit (Good Payer)
0.247293366,54,0,0.586531008,10319.0,13,0,3,0,1,6052.413471552,0,0,0,0,0.3169179397522489,Hit (Good Payer)
0.286690995,41,2,2688.0,5400.0,10,0,2,0,0,14515200.0,2,0,0,1,0.6596429236744246,False Alarm
0.01619838,49,0,0.000451722,8854.0,2,0,0,0,1,3.999546588,0,0,0,0,0.09889429825218132,Hit (Good Payer)
0.268687902,35,0,0.315052842,3500.0,11,0,0,0,1,1102.684947,0,0,0,0,0.29965117680142206,Hit (Good Payer)
0.228726137,63,0,173.0,5400.0,9,0,0,0,0,934200.0,0,0,0,0,0.11322629072746626,Hit (Good Payer)
0.0,56,0,2132.0,5400.0,17,0,1,0,0,11512800.0,0,0,1,0,0.1057410756792078,Miss (Hidden Default)
0.03254293,61,0,0.315801509,4372.0,9,0,2,0,0,1380.684197348,0,0,0,0,0.10753314840171219,Hit (Good Payer)
0.478420807,69,0,0.110091743,2506.0,3,0,0,0,0,275.88990795800004,0,0,0,0,0.22141049627015785,Hit (Good Payer)
0.035576801,61,0,0.400647948,8333.0,14,0,1,0,0,3338.599350684,0,0,0,0,0.14110635124670817,Hit (Good Payer)
0.031828305,62,0,0.376435045,3309.0,11,0,1,0,0,1245.623563905,0,0,0,0,0.15779385855551958,Hit (Good Payer)
0.475048607,32,0,0.054034838,2812.0,4,0,0,0,0,151.945964456,0,0,0,0,0.3407393250898478,Hit (Good Payer)
0.033286789,76,0,153.0,5400.0,6,0,0,0,0,826200.0,0,0,0,0,0.05240160379402717,Hit (Good Payer)
0.610999805,70,0,0.39633312,10962.0,14,0,4,0,1,4344.60366144,0,0,0,0,0.27522836251504723,Hit (Good Payer)
0.800577126,48,0,6.241830065,458.0,7,0,1,0,1,2858.75816977,0,1,0,1,0.5104284260834914,False Alarm
0.36094126,44,0,1.489404238,2500.0,4,0,1,0,2,3723.510595,0,0,0,0,0.3376435759655518,Hit (Good Payer)
0.633774865,64,1,0.560826575,9000.0,17,0,3,0,2,5047.4391749999995,1,0,0,1,0.5210502218015889,False Alarm
0.030472223,73,0,0.304683092,5316.0,11,0,1,0,1,1619.695317072,0,0,0,0,0.08997109803625804,Hit (Good Payer)
0.150035729,61,2,0.547443879,5300.0,33,0,3,0,1,2901.4525587000003,2,0,0,1,0.541636855571854,False Alarm
0.012664978,45,0,0.334122599,3800.0,8,0,0,0,0,1269.6658762000002,0,0,0,0,0.17410494131781074,Hit (Good Payer)
0.9999999,56,0,0.555171088,2600.0,4,0,1,0,0,1443.4448288,0,1,0,1,0.5196636552628218,False Alarm
